SampleID,Site,BAI_GR,BIO_GR,Species,julian.date.2011,Tree.Age,Hmax,Shade.Tolerance,Drought.Tolerance,WaterLogging.Tolerance,Tree.Height,Branch.Height,Root.Wood.Density,Twig.branching.angle,Slope,Leaf.Area,LCC,LPC,t.b2,Ktwig,Huber.Value,X.Lum,VD,Estem,Branching.Distance,Stem.Wood.Density,LMA,LNC,d15N,Ks,X.Sapwood,d13C,Soil.Fertility,Light,Temperature,pH
J14QUR23,Chemin des Lots II,1.773511402,0.8590314178945313,QUR,173,15,25,2.75,2.88,1.12,645,4.1,0.499397227,NA,-0.15322762247031843,62.09076923,49.6112,15.87642718,0.04016154,3774.238038,0.050708024,0.177622304,27460.06187,10486.788150817825,-2.086340290948857,-0.03689400211523505,8.86773378023994,0.22501455265175563,3.434790169806165,318.271933724858,-0.27466485353229547,-0.3595233205816492,-1.2912763833568393,0.9500970158473067,0.14922081147497207,0.1722830025774253
J14TIA20,Chemin des Lots II,0.2427551460000001,0.41925265609843404,TIA,173,11,35,3.98,2.88,1.26,263,1.9,0.389696169,NA,-0.46755036422774165,103.2092308,46.5035,23.55205352,0.025976123,866.7786641,0.014731814,0.152141014,6147.623912,-4250.685301182174,1.9136597090511427,-0.2573514971152351,-12.832042739760064,0.5146145526517557,1.4293715498061659,-71.2533314351419,0.1085578554677045,0.14451315941835075,-2.1141023686446356,1.4288367254759449,-0.49911169708004866,1.029547877002099
J14TIA21,Chemin des Lots II,0.41844792799999997,0.30456580762320656,TIA,186,17,35,3.98,2.88,1.26,411,3.1,NA,73.7797,-0.2835856704316931,83.006923080000007,41.7506,19.54090899,0.041236079,1131.751286,0.018184322,0.166712234,4647.517459,-2075.3207850681606,-9.914051739828308,-0.29232530340133006,-18.523809008235308,0.5090947966898383,1.328152353473906,-37.58295892776063,0.05575820386958634,-1.1672794110169493,-1.9574966190052578,1.9930045968383574,0.5359456720080679,0.4096466762559615
J14ULA11,Chemin des Lots II,0.7741391759999999,0.09199529076276138,ULA,186,55,35,3.14,2.92,2.46,536,5,0.692078133,65.98975,-1.520715455870951,37.10619048,46.1895,16.09375014,0.036292536,1288.438439,0.017626149,0.100413672,12948.28607,39.53344993183936,-4.3473850698283085,0.08352258059866988,-6.00757021823531,0.8617947966898383,3.377903923473906,52.166940902239375,-0.3435771681304136,-1.0546789310169482,-1.3008721219269834,1.334021441979258,-0.5169400404429779,0.16487247458415952
J15ACP-a,Mr. Robert Pins,1.432809358,0.9513645084438246,ACP,187,17,10,3.56,2,1,463,3.7,NA,NA,0.3717438323146747,112.8966667,42.9891,15.69468569,0.012186471,765.4317578,0.008670939,0.097474559,9298.717148,-1278.7710610593901,17.282534562565584,-0.1897978547310297,-14.715511288887251,0.05203173853892152,-2.363533673859344,-55.73796884180822,-0.005312656561038156,-0.25681477797350805,1.0661796758283555,0.9362616339042894,-0.3529986049252425,-1.3413440976532216
J15ACP-b,Mr. Robert Pins,1.4816989460000003,1.4715146479635381,ACP,187,14,10,3.56,2,1,282,2.5,0.620626896,43.96,0.813117363213369,125.13,48.8102,20.9995435,0.019161852,425.4032202,0.015597803,0.069989351,6799.94353,-3472.5804510593903,16.365867892565582,-0.11115628073102975,-17.021277808887252,0.6312317385389211,-2.048707776859345,-79.29304824180822,0.00569283543896185,-0.87938099797350755,1.051799106468212,0.8799958603406527,-0.27278829887877776,-1.1936825967030569
J15ACR-a,Mr. Robert Pins,0.9436449419999999,0.7165871481291314,ACR,187,16,25,3.44,1.84,3.08,360,2.8,0.498246639,48.8939,0.5002607674513957,37.997,48.0353,15.85429615,0.016653004,969.3757654,0.010743279,0.101758112,10818.11392,-1620.3619210593904,-8.80079876743442,-0.20223335873102974,-3.8953043188872503,-0.40266826146107837,-0.4227685218593449,-48.872793571808224,0.08371988243896182,-1.2508508779735104,1.0099409965278296,0.6353529810734692,-0.5242265677850021,-0.5723706922384985
J15ACR-c,Mr. Robert Pins,1.8630675820000004,0.3184242550987602,ACR,187,20,25,3.44,1.84,3.08,594,4,NA,47.241,1.4276300544114167,25.04,50.9109,15.24056837,0.021894128,380.0854237,0.01017994,0.073275004,5797.043931,915.1035489406102,-8.41190987743442,-0.09603190273102975,-3.971894648887252,0.041531738538921566,-2.1641387228593447,-81.58106169180822,-0.016040146561038218,-1.0429784879735082,1.1701510506244628,1.3751012942258551,-0.010644933645057822,-2.164132481691913
J15ACSA-a,Mr. Robert Pins,1.20506104,0.21463942661135435,ACSA,187,32,35,4.76,2.88,3.37,565,4.8,0.614950166,62.6111,-2.2809275622229728,78.743,48.2009,14.88130816,0.027384213,494.2778287,0.010240062,0.098833366,6765.922275,3724.12756394061,35.03253456256558,0.04207331826897024,-8.177929668887254,0.2555317385389215,-2.824861607859345,-68.15308226180822,-0.11918581756103815,-1.0019785779735084,1.0785079213568913,0.7500146929703463,-0.2530401207071554,-1.0206133620915774
J15ACSP-a,Mr. Robert Pins,1.319396696,0.968241458142808,ACSP,187,14,5,3.31,2,2,407,3,0.574717128,0,0.5430800446451929,65.89,48.5681,23.01392893,0.025429568,483.1240693,0.006512404,0.085799435,7138.838467,-2349.9779060593905,78.03253456256557,-0.19520837673102973,-19.97978420888725,0.7962317385389212,-1.2711122948593447,-73.99787952180822,-0.02630316256103823,-1.37385609797351,1.0646188729894095,0.6787492837250705,-0.448201693801044,-0.5687440466499988
J15ACSP-b,Mr. Robert Pins,0.386909636,0.9407839451994973,ACSP,187,13,5,3.31,2,2,336,1.8,NA,46.991525,0.6399419452628823,42.63117647,45.6722,17.22311319,0.025307062,606.9839222,0.008954029,0.088475469,7718.646331,207.1142339406095,-5.967465437434418,-0.12755068673102973,-22.60756046888725,0.03983173853892153,0.06287647614065525,-64.97564491180822,-0.032274091561038186,-1.2873856879735095,1.1186336213760835,0.8817710553136814,-0.15780327961608132,-1.174792082177211
J15AMSP-a,Mr. Robert Pins,0.18727842799999994,0.1267729015763527,AMSP,187,28,12,NA,NA,NA,349,2.8,0.798744461,58.189,0.6393070399031902,13.45916667,49.2809,15.66918152,0.003322838,1150.580382,0.003251059,0.176827791,6074.656803,689.6021659406094,-8.39603686743442,0.26371984526897035,-15.000417698887253,0.3330317385389212,-1.0633940088593448,-47.55318613180822,0.21851499343896177,-1.5477960679735057,1.1898329776720922,0.668227977422939,-0.3111999594052465,-0.7175173501899187
J15BEPA-a,Mr. Robert Pins,0.20044327200000006,0.059328371483396064,BEPA,218,42,25,1.54,2.02,1.25,348,2.4,0.508293205,52.808,0.3226696022508633,16.02,47.5595,14.64848904,0.015762119,956.2389545,0.001655302,0.107179122,4781.748298,-976.10490978751,44.21004316677613,-0.09068905495171785,-40.96724479909746,0.8444769358605028,-0.38923201019011777,-19.836854797283607,0.133773872089603,-3.552264273626917,1.4924240872308954,1.4374541229865965,0.11750751078351955,-1.6604516905086206
J15BEPA-b1,Mr. Robert Pins,3.2363253380000003,1.0916959298082043,BEPA,187,15,25,1.54,2.02,1.25,663,5.3,NA,63.0203,1.2734084905423273,27.61533333,42.1064,15.02106259,0.031339915,1571.629987,0.008400461,0.143595333,7163.109461,604.77454494061,5.232534562565581,-0.09843580873102971,0.15196185111275007,0.022931738538921394,-3.8358887918593445,-24.92203651180822,0.21174192143896178,-0.7404501079735101,1.1060354746169898,1.455158200896788,-0.1301429724439302,-2.2236758533441985
J15BEPA-b2,Mr. Robert Pins,0.59664566,2.6533131354411124,BEPA,187,9,25,1.54,2.02,1.25,400,2.5,NA,61.932475,-0.2603557124135966,18.62756757,48.6321,14.68436838,0.013691398,1337.242784,0.006103534,0.149876902,2993.648385,2355.4439939406097,2.8658678925655803,-0.09830752673102967,-14.138743128887251,0.17583173853892164,-2.8021846638593444,-37.65144201180822,0.21678628043896178,-2.21585529797351,1.0841600216973029,0.7433568450572411,-0.37750192918095493,-0.7338596005793255
J15BEPO-a,Mr. Robert Pins,0.02283478,0.7548416620921974,BEPO,187,11,15,1.5,2.34,1,403,2.5,0.559261036,51.15735,-0.6225201690263991,11.94222222,50.7708,16.8958296,0.016842399,1017.395497,0.001463986,0.124660155,3629.590954,1285.3277959406093,-9.80079876743442,-0.17280366473102973,-6.353595868887249,0.8831317385389211,-2.0227483228593455,-54.04614048180822,0.20978105143896178,-1.0419678979735083,1.0735736726495742,0.6146737580355272,-0.32930986720001765,-0.4264603340688315
J15COA-b,Mr. Robert Pins,0.6647678779999999,4.205932414107209,COA,187,10,10,4,1.77,1.02,569,5.2,0.654642058,44.8275,0.4483846511122355,18.81142857,46.6784,13.22395934,0.021867199,738.0984155,0.007427372,0.113474356,8236.246429,1724.0526719406096,-5.25317972743442,-0.11885001373102973,1.7062692411127482,0.35683173853892125,-2.352590127859344,-53.54982996180822,-0.06114515656103822,-0.0471422279735075,1.1881006158739758,0.686369757099008,-0.25201314872897573,-0.7402539969279968
